숫자0부터 시작,시/도속성,지역속성,분류,가게명칭,위도,경도,주소,가게 전화,운영시간,예상 소요시간,사진폴더 이름,설명, #해시태그 5가지
S190530000222,1,2354,1000,이화장,37.5782888,127.0063348,서울 종로구 이화동 1,02-762-3171,정보없음,20,012354_이화장,이승만 초대 대통령의 사저로 조선시대에 지어진 건물이다.,벽화마을 성곽 나들이 이화동 역사
S190530000224,1,2381,1000,혜화문,37.5878407,127.0037688,서울 종로구 혜화동 28-6,정보없음,정보없음,15,012381_혜화문,도성을 에워싸는 성곽을 쌓을 때 도성의 북동방에 설치한 문이다.,성곽길 둘레길 혜화동 웅장한 경치
S190530000225,1,2366,1000,흥인지문,37.5711389,127.0095452,서울 종로구 종로6가 69 흥인지문,정보없음,정보없음,15,012366_흥인지문,조선시대의 성문으로 서울 도성 정동 쪽에 있다.,성곽길 동대문 야경 웅장한 나들이
S190530000237,1,2125,1000,국제큰옷,37.5340525,126.9902446,서울 용산구 이태원동 58-5 국제아케이드 지하1층,0507-1405-7499,"매일 09:00 - 20:00 / 둘째, 넷째화요일 휴무",30,012125_국제큰옷,이태원의 대표적인 빅사이즈 의류를 파는 매장 중 하나로 스타일도 다양해 인기있는 곳입니다.,댄디한 캐쥬얼한 이태원 쇼핑 나들이
S190530000238,1,108,1000,더 테라스,37.5238011,127.0229539,서울 강남구 신사동 548-4 1층,0507-1428-7592,매일 11:00 - 23:00,20,010108_더 테라스,도시적이면서 고급스러운 스타일의 여성 의류가 많은 곳입니다.,가로수길 유니크한 심플한 쇼핑 클래식
S190530000239,1,1312,1000,랩원오원,37.5493476,126.919554,서울 마포구 서교동 404-28 1F,0507-1345-1140,매일 00:00 - 24:00,20,011312_랩원오원,데님을 전문으로 판매하는 무인스토어로 이색적인 인테리어가 인상적이다.,데님 합정 쇼핑 트렌디 남성
S190530000240,1,108,1000,루이스클럽,37.5223511,127.0220432,서울 강남구 신사동 533 푸드바이오테크,02-512-7523,정보없음,35,010108_루이스클럽,남성들을 위한 편집샵으로 댄디한 의류부터 악세사리까지 한 번에 고를 수 있는 곳이다.,그루밍 댄디한 쇼핑 남성 가로수길
S190530000241,1,108,1000,블랙브라운,37.521763,127.0220746,서울 강남구 신사동 531-1,010-6861-6768,매일 11:00 - 21:30 / 공휴일 11:00 - 21:30,30,010108_블랙브라운,"남성 셔츠 브랜드로 유명한 곳으로 셔츠 외에도 캐주얼 의류, 악세사리 등 트렌디한 아이템이 많은 곳이다.",캐주얼한 가로수길 남성 재방문 편안한
S190530000242,1,108,1000,비슬로우 슬로우하우스점,37.5209885,127.0234181,서울 강남구 신사동 544-1 스카이블루빌,02-3442-0400,매일 11:00 - 21:00 / 연중무휴,30,010108_비슬로우 슬로우하우스점,평범한 남자도 '남친룩'을 완성시킬 수 있는 캐주얼하면서 트렌디한 아이템들이 많은 곳이다.,가로수길 캐주얼한 트렌디한 남친룩 유니크한
S190530000243,1,1310,1000,스탠다드가먼츠,37.5494581,126.9228683,서울 마포구 상수동 86-7 1층 스탠다드가먼츠,0507-1415-8902,매일 11:00 - 23:00,30,011310_스탠다드가먼츠,"모던한 감성을 기반으로 하여 , 다양한 워크웨어 , 아메카지 ,클래식 룩을 완성시킬 수 있는 곳이다.",댄디한 홍대 유니크한 남성 캐주얼한
S190530000244,1,1903,1000,안드레셔츠,37.5243999,126.8641631,서울 양천구 신정동 995-3 1층,070-7799-0088,매일 11:00 - 20:00 / 일요일 휴무,25,011903_안드레셔츠,남성 맞춤 정장 전문점으로 클래식하면서 트렌디한 아이템이 많다.,클래식 스타일리쉬한 남성 정장 고급스러운
S190530000245,1,102,1000,알란스,37.5213387,127.0377932,서울 강남구 논현동 95-19,0507-1403-7950,매일 11:00 - 20:00,30,010102_알란스,남훈 디렉터가 운영하는 남성 패션 편집샵으로 클래식한 아이템이 많은 곳이다.,쇼핑 클래식 남성 정장 논현동
S190530000246,1,108,1000,ARTAGE,37.5265283,127.0342092,서울 강남구 신사동 635-11 1층,02-549-5482,"평일, 토요일 11:00 - 21:00 / 일요일 12:00 - 20:00",30,010108_ARTAGE,남성 명품 브랜드 편집샵으로 클래식한 제품이 많은 곳이다.,남자 아티지 프라이빗 전통적인 캐주얼한
S190530000247,1,1312,1000,조군샵홍대점,37.5549652,126.9262296,서울 마포구 서교동 333-23,0507-1406-3120,매일 11:00 - 22:00 / 명절당일휴무.,30,011312_조군샵홍대점,캐주얼 스타일을 즐기는 남성이라면 가볼만한 곳이다.,캐주얼한 심플한 트렌디 남성 홍대
S190530000279,1,604,1000,서울어린이대공동물원,37.5482248,127.0808374,서울 광진구 능동 18,02-450-9311,매일 10:00 - 17:00,30,010604_서울어린이대공동물원,"어린이대공원 내에 있는 동물원으로 원숭이, 코끼리 등 여러 종의 동물을 볼 수 있습니다.",동물 공원 도시락 피크닉 소풍
S190530000280,1,207,1000,애니멀 뮤지엄 더쥬,37.5224484,127.1336562,서울 강동구 성내동 449-13 우용빌딩 2층,0507-1439-2039,"매일 10:00 - 19:00 (첫째, 셋째 월요일 휴무)",60,010207_애니멀 뮤지엄 더쥬,50여종의 동물을 만나볼 수 있는 곳! 직접 먹이도 줄 수 있고 매일 다양한 공연도 열린다.,실내동물원 닥터피쉬 동물 깨끗한 바람개비
S190530000281,1,1002,1000,헬로애니멀,37.6679862,127.0470453,서울 도봉구 방학동 720-33 도봉월드상가 1층 119호,02-955-6619,매일 10:30 - 19:00 / 명절 당일 및 매월 마지막 월요일 휴무,60,011002_헬로애니멀,"실내 동물원으로 토끼, 돼지, 원숭이, 거미 등 다양한 동물을 만나볼 수 있는 곳이다.",실내 동물원 체험 동물 소풍
S190530000289,1,2378,1000,북악스카이웨이,37.6015574,126.9806451,서울 종로구 평창동 산6-94,02-725-6602,정보없음,60,012378_북악스카이웨이,서울 북악산 능선을 따라 자하문에서 정릉 아리랑고개에 이르는 길이다.,야경 느린우체통 드라이브 웅장한 데이트
S190530000290,1,2506,1000,중랑천길,37.5976354,127.070191,서울 중랑구 중화동 434,정보없음,정보없음,30,012506_중랑천길,중랑천 옆에 있는 산책길로 봄에 꽃이 활짝 펴 예쁜 길이다.,뚝방길 생태공원 산책로 화려한 봄꽃
S190530000318,1,607,1000,건대맛의거리,37.541914,127.0706661,서울 광진구 화양동 6-4,정보없음,정보없음,20,010607_건대맛의거리,"맛집과 술집, 놀거리 등이 다양한 거리로 밤에 핫한 거리이다.",맛집 이자카야 공연 화려한 건대
S190530000319,1,1301,1000,공덕동족발골목,37.5450726,126.9533388,서울 마포구 공덕동 256-11,정보없음,정보없음,20,011301_공덕동족발골목,시장 골목 한쪽에서 시작한 족발집이 골목을 이루고 시장 상권보다 활발하게 손님을 모으고 있는 곳이 있다.,족발 시장 소주 순대국 맛집
S190530000320,1,2411,1000,남대문시장 갈치조림골목,37.5598431,126.977138,서울 중구 남창동 34-155,정보없음,정보없음,20,012411_남대문시장 갈치조림골목,짭조름하면서도 칼칼한 갈치조림을 파는 맛집이 많은 골목이다.,갈치 시장 생선구이 활기찬 맛집
S190530000321,1,2411,1000,남대문칼국수골목,37.5582444,126.9771089,서울 중구 남창동 60-3,정보없음,정보없음,20,012411_남대문칼국수골목,저렴하고 푸짐한 칼국수 골목부터 우직하게 끓여낸 꼬리곰탕까지 맛집이 많은 골목이다.,칼국수 재래시장 보리밥 친절한 맛집
S190530000322,1,1201,1000,노량진컵밥거리,37.5133683,126.9456831,서울 동작구 노량진동 148-88,정보없음,정보없음,20,011201_노량진컵밥거리,노량진하면 컵밥! 저렴하고 다양한 컵밥을 판매하는 거리이다.,컵밥 길거리 가성비 친절한 맛집
S190530000323,1,2365,1000,동대문닭한마리골목,37.5702644,127.0058065,서울 종로구 종로5가 37-7,정보없음,정보없음,20,012365_동대문닭한마리골목,이 골목의 닭 한 마리 집들은 5 ~ 30년이 넘는 세월 동안 그 자리를 지키고 있다.,닭 맛집 고기 시장 전통
S190530000324,1,2365,1000,동대문생선구이골목,37.5702203,127.0063649,서울 종로구 종로5가 281-9,정보없음,정보없음,20,012365_동대문생선구이골목,"단돈 7천원으로 싱싱한 고등어, 삼치 등 원하는 생선을 골라 한상 맛볼 수 있는 맛집이 많은 거리이다.",생선 맛집 갈치조림 가성비 시장
S190530000325,1,1503,1000,방배역먹자골목,37.481512,126.997638,서울 서초구 방배동 910-18,정보없음,정보없음,20,011503_방배역먹자골목,족발부터 피자까지 다양한 종류의 맛집이 많은 거리이다.,맛집 족발 시장 피자 길거리
S190530000326,1,1805,1000,방이동먹자골목,37.5140158,127.1087638,서울 송파구 방이동 95-4,정보없음,정보없음,20,011805_방이동먹자골목,"삼겹살, 곱창 등 소주와 잘 어울리는 맛집이 많은 거리이다.",맛집 거리 시장 닭똥집 소주
S190530000327,1,1609,1000,성수동갈비골목,37.5380278,127.0492505,서울 성동구 성수1가2동 668-21,정보없음,정보없음,20,011609_성수동갈비골목,갈비 맛집이 많은 거리로 늦은 밤까지 사람이 많은 곳이다.,갈비 맛집 거리 웨이팅 서울숲
S190530000328,1,2372,1000,세종마을음식문화거리,37.5764765,126.971053,서울 종로구 체부동 194-2,정보없음,정보없음,20,012372_세종마을음식문화거리,경복궁역 인근에 위치한 맛집거리로 밤에 핫한 거리 중 하나이다.,경복궁역 고로케 술 시장 맛집
S190530000329,1,503,1000,원조민속순대타운,37.4832236,126.9290222,서울 관악구 신림동 1640-31,정보없음,정보없음,20,010503_원조민속순대타운,백순대 맛집이 많기로 유명한 이곳! 순대를 사랑하는 분이라면 만족할만한 곳입니다.,백순대 순대볶음 곱창 맛집 데이트
S190530000330,1,2439,1000,을지로노가리골목,37.5672567,126.9917625,서울 중구 을지로3가 335-1,정보없음,정보없음,20,012439_을지로노가리골목,저녁에 생맥주 한잔하기 좋은 맛집이 많은 거리이다.,맥주 맛집 거리 노가리 오징어
S190530000342,1,704,1000,조이하비,37.507041,126.889924,서울 구로구 구로동 3-25 신도림테크노마트,1800-5015,"평일 10:30 - 20:30 / 금요일, 주말 10:30 - 21:00",30,010704_조이하비,"각종 국내외 프라모델과 반다이 건담과 피규어, 모델링 악세사리를 원스톱으로 쇼핑할 수 있는 곳이다.",프라모델 쇼핑 장난감 키덜트 신도림
S190530000343,1,602,1000,조이하비 강변점,37.5351173,127.0957751,서울 광진구 구의동 546-4 강변테크노마트 지하1층,02-3424-1171,매일 10:00 - 20:00,30,010602_조이하비 강변점,"국내외 유명 프라모델, 반다이 건담, 고토부키아, 피규어, 드론 등을 판매하고 있는 대형 규모의 오프라인 키덜트 샵이다.",프라모델 쇼핑 장난감 키덜트 강변
S190530000344,1,1312,1000,DJI 플래그십스토어,37.5560751,126.9256134,서울 마포구 서교동 331-17 1층,0507-1313-8730,스토어 - 매일 10:00 - 22:00 / AS센터 매일 10:00 - 19:00,20,011312_DJI 플래그십스토어,"액션캠, 드론, 촬영 악세사리 등을 전문적으로 판매하는 곳이다.",쇼핑 드론 액션캠 세련된 장비
S190530000345,1,1312,1000,1300K,37.5547851,126.9120596,서울 마포구 서교동 368-13,02-322-2131,평일12:00~21:00 / 화요일휴무,30,011312_1300K,"아기자기한 디자인문구, 악세사리, 인테리어 용품 등을 판매하는 곳이다.",쇼핑 인테리어소품 데이트 유니크한
S190530000346,1,110,1000,가챠샵 강남역점,37.5027951,127.0263537,서울 강남구 역삼동 813 1층,02-557-1900,평일 12:00 - 22:00 (금요일 11시까지) / 주말 11:00 - 23:00,10,010110_가챠샵 강남역점,다양한 가챠를 뽑을 수 있는 전문 매장이다.,데이트 캐릭터 아기자기 가챠 뽑기
S190530000347,1,1809,1000,도토리숲 잠실 롯데월드몰점,37.5134539,127.1038788,서울 송파구 신천동 29 롯데월드몰 B1,02-3213-4747,매일 10:30 - 22:00,10,011809_도토리숲 잠실 롯데월드몰점,"이웃집 토토로, 센과 치히로의 행방불명 등의 캐릭터 상품들을 판매하는 곳이다.",토토로 캐릭터 포뇨 아기자기 쇼핑
S190530000348,1,1322,1000,도토리숲 홍대점,37.5531067,126.9255783,서울 마포구 창전동 436-10 1층,02-322-0983,매일 11:30 - 21:00,10,011322_도토리숲 홍대점,"하울의 움직이는 성, 벼랑위의 포뇨 등의 캐릭터 상품들을 판매하는 곳이다.",토토로 캐릭터 포뇨 아기자기 쇼핑
S190530000349,1,108,1000,라인프렌즈 가로수길점,37.519787,127.022902,서울 강남구 신사동 535-15 휴빌딩,02-3448-1764,매일 10:00 - 22:00,20,010108_라인프렌즈 가로수길점,라인프렌즈인 브라운과 코니 등의 사랑스러운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 라인
S190530000350,1,2428,1000,라인프렌즈 롯데백화점 영플라자 명동점,37.5635075,126.9814693,서울 중구 소공동 123 롯데영플라자,02-2118-5186,매일 11:30 - 21:30,20,012428_라인프렌즈 롯데백화점 영플라자 명동점,라인프렌즈인 브라운과 코니 등의 사랑스러운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 라인
S190530000351,1,2459,1000,라인프렌즈 플래그십 스토어 명동역점,37.5612566,126.984417,서울 중구 충무로1가 24-6,02-318-7942,매일 10:00 - 23:00,20,012459_라인프렌즈 플래그십 스토어 명동역점,라인프렌즈인 브라운과 코니 등의 사랑스러운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 라인
S190530000352,1,2125,1000,라인프렌즈 플래그십 스토어 이태원점,37.5384272,126.9654442,서울 용산구 이태원동 126-3,02-790-0901,매일 11:00 - 23:00,20,012125_라인프렌즈 플래그십 스토어 이태원점,라인프렌즈인 브라운과 코니 등의 사랑스러운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 라인
S190530000353,1,1307,1000,라인프렌즈 L7홍대점,37.5557315,126.9214391,서울 마포구 동교동 160-5,02-322-9631,매일 11:00~22:00,20,011307_라인프렌즈 L7홍대점,라인프렌즈인 브라운과 코니 등의 사랑스러운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 라인
S190530000354,1,1325,1000,리코더스토어,37.546549,126.9143247,서울 마포구 합정동 368-2 2층,02-6351-3511,매일 12:00 - 20:00,15,011325_리코더스토어,아기자기한 일러스트레이터 제품을 판매하는 편집 스토어이다.,캐릭터 문구 아기자기 쇼핑 다이어리
S190530000355,1,1309,1000,말랑상점,37.5546042,126.9051715,서울 마포구 망원동 399-39 말랑상점,0507-1342-1882,매일 12:00 - 21:00 / 월요일 휴무,15,011309_말랑상점,귀욤뽀짝 캐릭터와 일러스트의 학용품을 판매하는 곳이다.,캐릭터 문구 아기자기 쇼핑 다이어리
S190530000356,1,1504,1000,카카오프렌즈 강남점,37.5007662,127.0257852,서울 서초구 서초동 1305-7 동일빌딩,02-6494-1100,매일 10:30 - 22:00,20,011504_카카오프렌즈 강남점,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000357,1,1809,1000,카카오프렌즈 롯데월드몰,37.5138599,127.1037344,서울 송파구 신천동 29 5층,02-3213-4514,매일 10:30 - 22:00,20,011809_카카오프렌즈 롯데월드몰,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000358,1,105,1000,카카오프렌즈 스타필드 코엑스몰점,37.511685,127.0593394,서울 강남구 삼성동 159 스타필드몰 B1 C108호,02-6002-1880,매일 10:30 - 22:00,20,010105_카카오프렌즈 스타필드 코엑스몰점,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000359,1,1502,1000,카카오프렌즈 신세계백화점 강남점,37.5052498,127.0040312,서울 서초구 반포동 19-3 신세계백화점 B1층,02-3479-1328,매일 10:30 - 22:00,20,011502_카카오프렌즈 신세계백화점 강남점,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000360,1,2030,1000,카카오프렌즈 타임스퀘어점,37.517007,126.9041419,서울 영등포구 영등포동4가 442 1F,02- 2638-2000,정보없음,20,012030_카카오프렌즈 타임스퀘어점,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000361,1,1413,1000,카카오프렌즈 현대백화점신촌점,37.5557383,126.9359148,서울 서대문구 창천동 30-33 현대백화점신촌점 본관 지하2층,02-3145-1722,정보없음,20,011413_카카오프렌즈 현대백화점신촌점,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000362,1,2443,1000,카카오프렌즈샵 DDP점,37.5661304,127.0091381,서울 중구 을지로7가 143,02-2231-3552,정보없음,20,012443_카카오프렌즈샵 DDP점,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000363,1,1307,1000,카카오프렌즈홍대점,37.5563512,126.923885,서울 마포구 동교동 165-5,02-6010-0104,매일 10:30 - 22:00,20,011307_카카오프렌즈홍대점,카카오프렌즈인 라이언과 어피치 등의 귀여운 캐릭터 상품을 판매하고 있는 곳이다.,인테리어 캐릭터 아기자기 쇼핑 카카오
S190530000364,1,1312,1000,홍대오덕후,37.5559471,126.9277909,서울 마포구 서교동 328-28 서교타운,0507-1402-7627,매일 12:00 - 21:00,10,011312_홍대오덕후,다양한 캡슐 장난감 가챠를 뽑을 수 있는 전문 매장이다.,데이트 캐릭터 아기자기 가챠 뽑기
S190530000366,1,2345,1000,감고당길,37.5771212,126.983616,서울 종로구 안국동,정보없음,정보없음,20,012345_감고당길,정독도서관에서 안국역까지 이어진 골목으로 근처에 감고당터가 있어 감고당길이라 불린다.,거리 안국역 촬영지 고즈넉한 산책
S190530000367,1,2012,1000,문래창작촌,37.515027,126.894277,서울 영등포구 문래동3가 54-39,정보없음,정보없음,20,012012_문래창작촌,삭막한 공장 지대에 여러 예술가들이 모여 거리 곳곳에 벽화와 조형물을 설치한 곳이다.,공방 사진찍기 작품 재미있는 벽화
S190530000368,1,2120,1000,열정도,37.5384272,126.9654442,서울 용산구 효로1가 57-15,정보없음,정보없음,30,012120_열정도,서양풍의 아기자기한 카페와 가게가 많아 많은 사람들에게 인기가 있는 곳이다.,용산 아기자기 카페 재미있는 나들이
S190530000369,1,2356,1000,인사동 문화의거리,37.5716555,126.9862326,서울 종로구 인사동,정보없음,매일 10:00 - 18:00 / 매주 월요일 휴관,20,012356_인사동 문화의거리,한국 고유의 멋이 담긴 공예품 등을 구할 수 있는 곳입니다.,인사동 전통거리 공예품 전통 산책
S190530000370,1,2307,1000,종각젊음의거리,37.5693454,126.9857462,서울 종로구 관철동 13-22,정보없음,정보없음,20,012307_종각젊음의거리,인사동3길에 위치한 맛집 골목으로 유명한 곳이다.,인사동 맛집 골목 산책 거리
S190530000371,1,2442,1000,청계천헌책방거리,37.5686986,127.0076666,서울 중구 을지로6가 17-2,정보없음,정보없음,35,012442_청계천헌책방거리,책'을 좋아하는 사람이라면 꼭 한번 들려볼만한 곳이다.,중고서점 책 시장 숨겨진 을지로
S190530000372,1,2377,1000,경교장,37.5682839,126.9679107,서울 종로구 평동 108-1 강북삼성병,02-735-2038,정보없음,30,012377_경교장,백범 김구가 1945년 11월부터 1949년 6월 26일까지 사용했던 개인 사저이다.,성곽길 박물관 시민공원 김구 유물
S190530000374,1,2402,1000,광희문,37.5644156,127.0099782,서울 중구 광희동2가 105-3,02-3369-5882,정보없음,15,012402_광희문,실질적인 도성의 남소문으로 이를 흔히 수구문으로 불렀다.,성곽길 공원 단풍구경 화려한 둘레길
S190530000375,1,502,1000,낙성대,37.4711007,126.95999,서울 관악구 봉천동 228 낙성대공,02-877-6896,매일 09:00 - 18:00 /연중무휴.,30,010502_낙성대,고려의 명장 인헌공 강감찬 장의 탄생지를 성역화한 곳이다.,둘레길 공원 유적지 봉천동 산행
S190530000377,1,1002,1000,연산군묘,37.66133,127.022574,서울 도봉구 방학동 산77,02-3494-0370,정보없음,10,011002_연산군묘,조선시대 연산군과 그 부인 거창신씨의 묘가 있는 곳이다.,방학동 연산군 산책로 웅장한 역사
S190530000378,1,1108,1000,영휘원,37.5897258,127.0439791,서울 동대문구 청량리동 204-2,02-962-0556,평일 09:00 - 18:30 / 주말 09:00 - 18:30 / 월요일 휴무,20,011108_영휘원,조선시대 고종의 계비인 순헌귀비 엄씨의 묘가 위치한 곳이다.,산책 단풍구경 역사 아늑한 궁궐
S190530000379,1,2428,1000,환구단,37.5644064,126.9796971,서울 중구 소공동 87-1,정보없음,정보없음,20,012428_환구단,유교적인 정치 이념을 수용하던 우리나라나 중국 등에서 유교적인 의례에 따라 하늘에 제사를 드리던 제천단이었다.,생태공원 유적지 궁궐 화려한 유교
S190530000380,1,1502,1000,한가람문구,37.5054076,127.0070817,서울 서초구 반포동 19-4 강남고속버스터미널 경부선빌딩 지하 1층,02-535-6238,매일 10:00 - 21:00,15,011502_한가람문구,다양한 미술용품과 학용품을 판매하는 곳이다.,문고 한지 미술 화구 반포
S190530000381,1,1312,1000,호미화방,37.5534508,126.9216694,서울 마포구 서교동 357-1 1 1층 호미화방,02-336-8181,매일 09:00 - 21:00 / 명절 휴무,15,011312_호미화방,다양한 미술 작품을 만드는 데 필요한 화구를 판매하는 곳이다..,길거리음식 소곱창 한지 엔틱한 나들이
P190418000036,1,604,10000,서울어린이대공원 동물원,37.5482248,127.0808374,서울특별시 광진구 능동 18,정보없음,10:00 ~ 17:00,60,010604_서울어린이대공원 동물원,"서울어린이대공원에 있는 동물원으로 미어캣, 코끼리,펭귄 등 105종의 동물들을 볼 수 있다.",동물 미어캣 꼬끼리 날씨 세종대
P190418000038,1,601,10000,서울시립천문대,37.5463451,127.106152,서울특별시 광진구 광장동 313-3,02-2204-3190,"09:30 ~ 21:00(휴무 월, 일요일)",40,010601_서울시립천문대,"별을 볼 수 있는 천문대로, 저녁시간에 가야 볼 수 있으며 예약을 하고 가는 것을 추천한다.",별 별자리 천문대 달 저녁시간
P190418000046,1,601,10000,서울거리예술창작센터,37.555858,127.1130659,서울특별시 광진구 광장동 18-2,02-3437-0099,정보없음,60,010601_서울거리예술창작센터,예술가들이 대관을 통해 다양한 행사가 열리는 공간이다.,거리예술 예술가 창작가 문화활동 교양
P190418000051,1,604,10000,유니버설아트센터,37.5502546,127.0875655,서울특별시 광진구 능동 25,070-7124-1740,10:00 ~ 19:00,90,010604_유니버설아트센터,"뮤지컬, 발레 등 다양한 공연을 열 수 있는 공연장으로 사이트를 통해 미리 공연을 확인하고 가는 것이 좋다.",공연 아트 예술 뮤지컬 아차산역
P190418000052,1,601,10000,예스24라이브홀,37.5456881,127.1079671,서울특별시 광진구 광장동 319-33,02-457-5114,09:30 ~ 18:00,90,010601_예스24라이브홀,"스탠딩, 좌석, 음향 사운드 등 공연을 위해 다양한 장비들이 갖추어져 있다.",광나루역 예매 공연 무대 스탠딩
P190418000053,1,605,10000,광진문화예술회관,37.5373529,127.0705248,서울특별시 광진구 자양동 227-344,02-2049-4700,정보없음,90,010605_광진문화예술회관,"다양한 예술, 공연들이 비교적 저렴한 가격에 체험할 수 있는 곳이다.",공연 예술 음악 가성비 문화
P190418000054,1,604,10000,애니스토리,37.549363,127.0818126,서울특별시 광진구 능동 18-14,02-456-1911,11:30 ~ 17:00,60,010604_애니스토리,다양한 동물들의 공연을 볼 수 있다.,펭귄 물개 동물 어린이대공원 귀여움
P190418000055,1,604,10000,크라이스 연습실,37.5531418,127.0882999,서울특별시 광진구 능동 256-1,02-456-7275,00:00 ~ 24:00,60,010604_크라이스 연습실,"좌석이 몇개 있고 피아노가 있는 작은 연습실로, 아는 사람들끼리 특별한 순간을 만들고 싶을 때 대관하면 좋다.",소모임 특별한공연 이벤트 피아노 아차산역
P190418000056,1,605,10000,블라인드아트홀소극장,37.5376317,127.0798836,서울특별시 광진구 자양동 774-23,070-8254-2182,00:00 ~ 24:00,60,010605_블라인드아트홀소극장,"건대 춤, 연기, 뮤지컬, 악기 연습실 또는 소공연장, 극장 등으로 사용할 수 있다.",영상회 연습실 공연장 소규모 건국대학교
P190418000057,1,602,10000,동서울아트홀,37.5341241,127.0918482,서울특별시 광진구 구의동 595,02-3436-7777,정보없음,90,010602_동서울아트홀,"아트홀로 연극, 공연 등을 할 수 있는 공간이 마련되어 있다.",연극 공연 아트홀 관람 보기
P190418000058,1,606,10000,우인아트홀,37.5627592,127.0760156,서울특별시 광진구 중곡1동 252-34,02-468-7851,정보없음,90,010606_우인아트홀,"연주회, 콘서트 등을 진행하며 미리 사이트에서 공연 일정을 확인하고 가는 것이 좋다.",콘서트 연주 음악 대관 중곡역
P190418000059,1,605,10000,인디스타 C&K,37.5381716,127.0668145,서울특별시 광진구 자양동 848-4 ,010-2868-0767,정보없음,90,010605_인디스타 C&K,"어쿠스틱, 밴드 공연등 다양한 장르의 공연들이 공연장 분위기 속에서 이루어지며 소규모 모임을 하기에도 좋은 곳이다.",소규모 어쿠스틱 밴드 행사 건대입구역
P190418000060,1,605,10000,충동소극장,37.5322322,127.0706246,서울특별시 광진구 자양동 497-4,010-3906-8835,정보없음,90,010605_충동소극장,연극을 통해 관람객들과 소통하는 공간이다.,연극 문화 예술 소극장 뚝섬유원지역
P190501000003,1,607,10000,알라딘중고서점 건대점,37.5409785,127.0708351,서울특별시 광진구 화양동 5-106,02-1544-2514,09:30 ~ 22:00,40,010607_알라딘중고서점 건대점,중고 책들을 모아파는 서점으로 앉아서 책을 읽을 수도 있다.,교양 책 독서 서점 건대중문
P190501000004,1,605,10000,반디앤루니스 롯데스타시티점,37.5376127,127.0726183,서울특별시 광진구 자양동 227-7,02-2218-3050,09:30 ~ 22:00,40,010605_반디앤루니스 롯데스타시티점,스타시티 안에 있는 서점으로 문구 용품도 판매하며 안에서 책을 읽을 수 있다.,서점 독서 교양 문구 건대입구
P190501000008,1,605,10000,루소주얼리 건대점,37.5398569,127.0697186,서울특별시 광진구 자양동 1-14,02-514-9759,10:00 ~ 20:00,40,010605_루소주얼리 건대점,나만의 럭셔리한 반지를 만들 수 있다.,특별한 반지 만들기 럭셔리 건대입구
S190530000010,1,2333,10000,PKM 갤러리,37.5840393,126.9801337,서울 종로구 삼청동 157-83,정보없음,10:00 ~ 18:00(월요일 휴무),40,012333_PKM 갤러리,여러 미술 작품들을 볼 수 있는 갤러리다.,미술관 데이트 작품들 교양 경복궁역
S190530000011,1,2330,10000,환기미술관,37.5944125,126.9663383,서울 종로구 부암동 210-8,02-391-7701,10:00 ~ 18:00(월요일 휴무),40,012330_환기미술관,매번 다른 전시작품들을 볼 수 있어서 둘러보기 좋다.,미술관 산책길 편안한 나들이 창의궁
S190530000012,1,2376,10000,한벽갤러리,37.582922,126.9814983,서울 종로구 팔판동 35-1,02-732-3777,10:00 ~ 18:00,40,012376_한벽갤러리,다양한 미술 작품들을 구경할 수 있는 갤러리장이다.,미술관 공방 갤러리 나들이 교양
S190530000013,1,2336,10000,학고재,37.5802795,126.980264,서울 종로구 소격동 70,02-720-1524,10:00 ~ 18:00(월요일 휴무),40,012336_학고재,동양과 서양의 다양한 미술 전시가 열리는 곳이다.,갤러리 전시회 미술작품 나들이 경복궁역
