1305,점심에 가면 합리적인 가격에 파스타를 즐길 수 있음. 7000-만원대로. 저번에먹은 봉골레보다 요번 로제가 굉장히 괜찮타. 해산물이 매우 좋았음. 치킨리조또도 로제 시켯는데 소스 매콤하니 아주좋았으나 동료는 닭고기에서 비린맛이 좀 난다더라. 닭미식가들은 조금 불편할수도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,뉴욕아파트먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,생각보다 맛있었던 곳. 근데 수제버거 맛집이 너무 많은건지," 감동까진 아니었다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,지디가 먹는 다던 크림소스버거와 할라피뇨치킨을 먹었어요. 크림소스도 크게 느끼하지 않고 먹을만 했고 특히 치킨 비쥬얼에 놀랐네요. 노란치즈 소스가 매콤하면서 아주 깔끔한 맛을 내네요. 특히 치킨 위에 코울슬로가 신선한 맛이 나서 좋았어요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,찐한 치즈 맛을 느낄 수 있어서 맥엔치즈버거를 먹으러 가끔가는곳. 수제버거 집이 많이 생겼지만 여전히 매력이 있는곳입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,바쁜편이지만 예전만큼 기다리지 않아서 좋았어요. 예전에 30분 기다려 먹은 거 생각하면 지금도 끔찍하네요. 항상 먹듯이 하와이안 잭소스버거에  할라피뇨치킨으로 먹고 맥주로 속을 달래네요. 하와이안버거는 달달편인데에 비해 패티랑 먹으면 정말 맛납니다. 대체로 음식수준이 괜찮은 편. 버거셋트에 맥주할인변경하면 조금은 저렴하게 먹을 수 있어요. 버거셋트에 맥주선택 후 치킨에 맥주 추가!! 맥주는 구스생맥주랑 먹으면 적당한 씀쓸함으로 입을 헹구어 주네요. 대체로 맛이 강한편이라 맥주에 잘 어울리는 것 같아요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,예전부터 즐겨찾던곳. 오랜시간이 됐지만 여전히 자리와 맛을 지키는곳입니다. 다이어트? 버거가 가성비가 좋아서 주로 먹습니다. 이번엔 다이어트버거에 어니언크림치킨을 주문했습니다. 소고기패티2장에 통스테이크, 어니언링, 계란후라이," 코울슬로까지 단짠의 바뻬큐소스에 범벅해서 먹으면 어디서도 맛보지 못한 버거맛이 나네요. 어니언크림치킨 느끼하지만 크림이 치킨 살과 아주 잘어우러져 입에 감기네요. 바삭함과 크림의 조화가 아주 적절하고 엄청난 크기의 어니언링이 치킨을 압도합니다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,맛있는쿄토 홍대점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,오늘의 연어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,게장사시미가 인상깊었다분위기도 괜찮았고연어도 근방 연어 중에서는 제일 낫다 아마도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,연어덮밥과 차슈덮밥홍대역에서 멀지 않아서 좋고 천장이 꽃으로 덮여있어서 분위기 좋다가격대비 맛은 그럭저럭 깻잎튀김이랑 연근튀김이 옆에 같이 나오는데 조금 느끼하다물대신 차를 주는 거는 좋은거 같다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,모둠 7종 49000원 주문했었다. 연어 맛은 좋았으나 3명이서 먹는데," 양이 적었다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,저번에 연어 먹고 재방문한 진짜  맛집,차슈벤또/돈카쓰(?)벤또연어스테이크, 탕 시켜서 먹었는데,"연어 외 메뉴 퀄리티와 맛이 좋았습니다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,평이 좋길래 오늘 다녀왔는데 역대 최악의 연어덮밥을 맛보았다.밥은 질고 간은 안돼 있었다. 싱거우면 뿌려먹으라며 간장을 줬는데그 이유를 알 수 있었다. 문제는 간장을 뿌려도 맛이 없더라.위에 올려진 와사비양은 연어 두점 정도를 먹을 정도만 주는 등모든 면에서 이가게가 왜 평이 좋은지 의문이 들었다.처음 자리에 앉았을 때부터 좀 의아하긴 했다.테이블을 닦지 않는지 깨끗하지 않았고 위생적으로도 믿음이 가지 않았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,카페하이웨스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,*라즈베리에이드, 프레쉬크림 쇼트케익, 말차가토 + 클래식 버터 스콘, 바질페스토 스콘사진엔 없지만 스콘 두 종류는 테이크아웃을 했고, 매장에서는 말차가토와 쇼트케익을 먹었음.제일 맛났던건 쇼트케익. 안에 진짜 촉촉하고 바닥에 라즈베리 콤포트 같은게 깔려있는데 그 상큼함이 자칫 느끼할 수 있는 케익의 맛을 잘 잡아준다.말차가토는 처음엔 괜찮았는데 갈수록 물리면서 손이 안갔고," 스콘도 별 감흥없는 맛.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,비쥬얼이 다한 집," 근데 맛도 비쥬얼이 다함ㅠㅠ인테리어가 진짜 예뻐요! 화장실까지 예쁨.. 빵 디피도 예쁘고 음료도 예쁘게 나와요근데 가격 대비 맛이 너어무 무난해요.같이간 언니가 시킨 음료는 양이 적었어요... 안그래도 컵 자체가 작은데 크림이 차지하는 부분까지 있어서 정말 양이 적어요ㅠㅠ 케익은 음 꾸떡해서 좋았으나  그냥 무난했어요.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,작년 4월즈음에 갔었던 걸루 기억함,," 지금도 맛이없을지 딱히 메뉴변경이 없는걸로보아ㅠ 비슷할것같음 진짜 충격적으로 모든게 다 맛없었던곳""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,웨이팅 헬이라는 말을 너무 많이 들어서 미루고 미루다가 큰맘먹고 갔는데 역시나 웨이팅,, 한 3~40분? 걸린듯 그래도 생각했던만큼 좋았던 분위기와 맛있었던 바질토스트, 진한 브라우니," 스콘 다 맘에 들었다! 이미 너무 많이 유명해져버린 것이 아쉬울뿐""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,분위기 무엇..?카페 분위기는 그냥 말 할 필요도 없그..케이크도 못고르겠어서 두개 다 시켰어욤,," 두개 다 성공 한 듯 또 가고 싶은데 시간 잘 생각해서 가야 할 거같아용 인기카페라서 사람이 많음""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,테이스티버거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,계란요리 먹고 싶은데 브런치 타이밍 놓치신 분께 추천드립니다오믈렛 먹고 싶은데 브런치 카페 갈 시간대는 아니어서 차선책으로 선택한 테이스티 버거에그마니 흑흑 살람매,," 베이컨 싫어해서 빼고 먹었더니 진챠루 오믈렛 플레이트 먹는 늑김이쟈나여. 소스가 진짜 진국이라 물리는 감도 없이 계속 먹었어요혼밥이라 상관없었지만 맞은편에 어사있었으면 족음은 제 먹는 모습에 신경이 쓰였을 것 같아요해쉬브라운은 특출난 것 없었지만 여긴 버거먹으러 또 와야할 것 같아요추천음악 하나 갈게요 테이 - 당신의 버거에...미치다""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,미국의 맛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,가수 테이가 운영하는 버거집! 먹는거 좋아하시더니 햄버거집까지 차리셨다. 에그버거를 주문했는데 고기가 안들어가도 굉장히 맛있다. 부드러운 계란과 치즈," 소스 조합이 너무 좋다. 고기 맛은 큼지막한 베이컨 두 줄이 커버한다. 정말 순식간에 먹었다. 고기가 들어가지 않아 배가 부르지 않을 수 있으니 주의.. 오징어와 게살 패티로 만든 크라켄버거는 그냥 쏘쏘.. 역시 고기가 들어가야지..! 허니버터프라이즈는 별로다. 감자튀김 자체가 맛이 없음..""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,에그마니버거 8500 테이스티버거 7800감자튀김 3500 코오슬로 3500버거를 틀어막아도 육즈~읍이 샌다그 육향만큼씩 그 사랑 내 가슴에 찬다어제까진 슬픔의 말이었던 크기가이제는 그립다는 말 대신해 흘러도포크야 먼저 떠나라코오슬로는 좀 이른 것 같다감튀에 더 머물러 기름을 즐길테다버거가 작으니 먹는 동안내겐 감튀도 크로켓도 소중하다I miss the burger I can’t share with you온 세상이 취한 것 같아눈부셨던 우리 번 향이 열 오르듯 비틀대잖아(에그) 니 품에 살았던 날들과꿈꾸었던 베이컨이다 녹아서 또 감돌아 향기로I can’t live without your mustard&mayo에그마니버거 먹고서 잠이 들면어디서든 에그마니버거라던꿈속에서도 헤어지지말자던그런 니가 너무 그리워??-에그마니버거는 향기를 남기고 -테이스티버거는 하나다-앵콜: 같은 에그,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,TV," 유튜브로 볼 때마다 침 줄줄 흘리면서 기회만 노렸던 테이 버거. 드디어 먹어봤다!!!! 패티 대신 엄청나게 큰 에그스크럼블이 들어간 에그마니버거 주문. 기대를 한 상태에서 먹었는데도 너무 맛있었다. 포슬포슬한 계란이 입안에서 녹는다. 계란 자체에는 간이 약한듯 한데 전체적으로 소스랑 베이컨이랑 먹으면 잘 맞는다. 버거러버는 행복해요.... 평일 1시 즈음 방문했고 대기만 길지 않았으면 좋겠다 했는데 바로 앉을 수 있었다. 꾸준히 손님은 있지만 늘 한자리 정도는 자리가 있었다. 나중에 또 먹을거다. 혼자라도 갈 것이다. 자체평가 4.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,이요이요스시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,돈 많이 벌어서 일주일에 한번씩 가고싶다...서비스도 만족스러운 편이였고내가 살면서 먹은 전복은 무엇이었는가 새로운 전복의 식감을 느꼈다.그래도 가장 맛있었던 이 크리미한 녀석(생선 종류가 생각안남;;참치였던거 같음)감칠맛과 부드러움이 장난 아니었다....돈 많이 벌어서 자주가고싶따 진짜..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,맛있긴하다 그리고 특이한게 많다. 다만 광화문 오가와와 비교했을때 조금 별로인것같다~  공덕역에서도 멀어서 구지 다시 가지는 않을것같다~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,@ 런치(4만원)스시 12피스에 회, 등등. 대체적으로 등푸른생선이 많았고," 해산물은 많지 않은 구성이었다. 4만원이란 가격에 12피스+a라는 것이가성비가 꽤 좋다고 느낌. 평가는.. 맛있다와 괜찮다의 사이..?스시 맛 역시 꽤나 좋았으나이 점포만의 매력이 느껴지는 정도는 아니었다. 아부리스시에서 마른오징어 맛이 나는것도 아쉬움;평점이 너무 높지 않나 싶다아쉬운점이 있다면 식사시간 땡 하기 전에 도착하면대기를 해야하는데 마땅한 대기 장소가 없어가게문 밖""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,너어어어어어어무 맛있다....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,첫 오마카세. 수요미식회에도 나왔고, 처음 가기에 가격도 부담스럽지 않아서 여기로 선택했다. 촉박하게 예약해서 카운터 자리는 선점하지 못해 아쉽. 아 런치로 방문했다.전복내장죽이 처음에 나오고, 사실 전복초밥, 단새우, 생새우 초밥, 아귀 간, 우니, 고등어초밥, 신기한 식감의 카스테라 같은 계란말이 밖에 기억이 잘 안나지만, 가격 대비 아니 그 가격 이상으로 좋았다. 후식으로 나온 검은콩 아이스크림도 특이했다. 딱 적당히 달아서 그 전에 먹었던 스시를 잊게 하지 않으면서도 딱 입가심용으로 매우 적절했다.오마카세 입문용으로 이곳 좋은 선택인 듯.우니가 매우 궁금했는데, 조금이라도 비리거나 뭔가 성게알 그 이름처럼 바다 향이라도 날 줄 알았는데," 너무나도 사르르 녹아서 없어져버렸다ㅋㅋ좀더 오마카세의 경험을 쌓아야겠지만 회좋아하고 초밥 좋아하는 내겐 진짜 새롭고 색다른 경험이었다. 시간적 여유나 경제적 여유가 생기면 다른 곳도 경험해보고 싶다.""",,,,,,,,,,,,,,,,,,,,,,,,
1337,뉴오더클럽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,<연남동에 있는 뉴오더클럽>개인적으로 페페로니를 좋아하는데 기대감을 충족시킴!포테이토는 개인적으로 너무 많아서 포테이토를 많이 좋아하시는 분에게만 추천!홍대 근처 피자집 중에서는 꽤 매력적이고 맛있다고 생각?♂?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,도미노먹자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,19.06.09반반으로 베이컨체다," 치즈피자 먹었다프랜차이즈피자말고 맛있다고 느껴본적 오랜만인 것 같다. 일단 토마토소스를 많이 넣어줘서 그런건지 피자가 촉촉하다 해야하나..(하앍) 그리고 치즈도 식으면 고무마냥 딱딱해져서 맛이 금방 떨어지기마련인데 그런거 없었음. 부드러운 빵위에 촉촉한 토마토소스(촉촉한 이유가 토마토인진 모르겟음) 위에 쫀득한 치즈.. 환상이였다.난 연남동에서 피자먹고싶으면 여기로 다시 올거다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,당신의 피자에대한 욕구가 어떤것이든 채워줄수 있는 집 중 하나. 가격빼고도 성능이 매우 뛰어나며. 음악은 좋은데 볼륨은 좀 큰 단점이 있음.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,연남동 피맥으로 유명한 뉴오더클럽 방문했어요!학교주변에 피자먹을 곳이 딱히 없어서 이태원쪽으로 피자먹으러 많이 갔었는데 여길 왜 몰랐을까요.힙한 분위기라 딱 피맥하기 최고의 장소에요.웨이팅은 30분정도했는데 이름 적어놓고가면 전화해주셔서 되게 편리해요!남자 넷이서 양이 애매해가지구 레귤러사이즈 페퍼로니," 포테이토 두판시켜 먹었어요.페퍼로니피자도 맛있긴한데 포테이토피자를 다들 맛있어했어요. 연유가살짝 뿌려져있어서 단짠의 밸런스가 무지좋았습니다.  감자튀김도 많이 올라가있어서 비주얼부터 합격이었네요.가격은 페퍼로니 1.8 포테이토2.0 인데 딱히 비싸거나 싸지 않고 적당한 것 같아요. 다만 맥주랑 음료(0.3) 가격이 좀 비싼게 단점인 것 같습니다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,The450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,키친485랑 헷갈려서 들어간 곳...ㅎ 이런 함박스테이크랑 피자.. 뭔가 스카이락 생각나는 옛날 맛이었어요:) 피자만 좀 덜 비렸어도 무난했울 듯- 다음에는 485가야지....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,그냥 평범.로제파스타가 가장 맛있었고피자도 평범 스테이크도 평범,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,함박 그냥 그럼 쏘쏘.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,그냥 가볍게 먹기 좋네요.맛있는 녀석들에서 나와서 궁금해서 가봤는데... 굳이 찾아갈 일은 없을 것 같네요. 양은 밥 반공기로 배부르게 먹는 사람에게 아주 알맞는 양입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,적당한 가격에 단백질 보충.. 계란후라이도 얹혀져 있고 평이하고 가벼운 느낌의 햄버거 스테이크. 만원 미만으로 경양식 종류가 땡길때 한번쯤 생각해 볼 만?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,문,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,깔끔하고 맛있어요 지갑이 좀 두둑할때 여러명이서 갈수록 좋은 곳 같아요요리는 궁금한거 위주로 시켜봤는데 마라닭날개는 핫후라이드치킨같은 맛이고 튀김옷이 바삭해서 맛있어요 술이 술술 들어가는 맛이에요류러우똰은 누룽지탕같은 맛이네요 고기가 엄청나게 부들부들해요마라꼬치도 괜찮았고 밑반찬도 잘 나와요 마파두부도 서비스로 받았어요 다 좋은데 양꼬치 1인분양이 좀 아쉽네요 속으로 이걸 누구코에 붙이나 싶었어요 돈 열심히 벌어서 또 올게요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,최고.양갈비 양꼬치 토마토계란탕 가지튀김 모두 맛있었습니다.양고기냄새 제일 안나는 집이었고 재방문의사 500%지하에도 자리가 많아서 웨이팅 없이 저녁 시간대에 먹었습니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,여기 굉장히맛있어요양갈비1개, 양꼬치 2인분, 꿔바로우, 하얼빈맥주 시켰고 마파두부 서비스로 주셔서 밥까지시켜먹고 왔습니다. 굉장히 만족스럽군요우선 양꼬치는 갈비살꼬치? 삼겹살꼬치도 아닌 그냥 양꼬치인데 왜이리 부드럽죠? 기름지고 맛있네요...퍽퍽함 1도없고 소스도 매콤한편은 아니였지만 참 맛있었습니다. 꿔바로우는 새콤함이 강해서 너~무 좋았어요... 아무리먹어도 쉽게안물리더라구요!!다만 양갈비를 좀태워먹어 그런건가 양갈비는 그리맛있는지 모르겠었어요.. 직원분들이 구워지는걸 좀 신경써주시면 좋았겠단 생각을했어요..심지어 저희가 '이거먹어도되나요?'라고 계속여쭸는데 직원분이 한국분이 아니셔서 소통에 어려움을 겪었습니다ㅎ 하지만 직원분은 최선을 다했고...! 참 친절하셨어요..," 서비스도 마파두부라니... 말다했죠...맛도좋고 친절도 하고 만족스러웠습니다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,일요일의 광화문 식당은 사람이 없는것같다.이렇게 존맛탱에 사람이 얼마없다니..!!이때까지 먹었던 양고기에 비해서 확실히 더 맛있었다온면이나 마라?양꼬치 그런게 조금 맵긴한데 심하지 않고부드러운 살이 기억에 남는집!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,마라양갈비꼬치 양꼬치 가지튀김 이렇게 시켰는데 마라양갈비꼬치가 매우매우 맛있었다! 쫄깃하면서 부드러운 매력있는 메뉴였다. 다만 뼈까지 빼면 양이 좀 많이 작다. 한 꼬챙이에 3개정도 꽂혀있으니.. 그리고 가지튀김이 특이했다. 얇게 썰린 가지 사이에 고기가 들어있었다. 찍어먹는 소스가 케찹이라 좀 아쉬웠다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,터틀힙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,아부지 케익 주문한 이후(주문케익도 예쁘게 만들어 주심) 디저트 먹으러 가게 되었음. 여기는 주문 케익도 그렇고 기프트박스도 그렇고 비주얼이 좋으면 케익맛은 버려야한다고 생각하는데 안에 있는 케익도 맛있음 ㅎㅎㅎ 커피는 보리차 수준이었지만 그래도 디저트는 보기도 좋고 먹기도 좋았네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,전화로 날짜랑 시간 다 얘기하고 예약가능하냐고 물어보고 가능하다는 답변받고 카카오톡으로 주문해달라고 해서 바로 카톡으로 주문한다고 넣었는데그 다음날 오후 돼서 마감했다고 카톡 보내고 좀 그렇네요사람이 하는 일이니까 그럴수는 있다고 생각하지만 기분이 안 좋은건 어쩔수없네요예약하는 부분 정말 더 많이 개선해야할것같네요이렇게 케이크 예약했다고 미리 다 얘기한 상황에서못 하게 됐다고 다시 얘기하는 사람이 없게 앞으로는 주의 좀 하세요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,홀케이크 주문 제작해서 먹었어요 :)레터링을 할 수 있는데내용은 개인적인 내용이라서 조각으로만 살짝 !디자인은 터틀힙 사이트에 있는데 저는 하트 뿅뿅 있는 케익 티라미수로 주문했어요단걸 별로 안좋아해서좀 덜달게 해달라고 요청했는데원래 안달다고 하셔서 그런가보다 하고 주문했어요사실 디자인 예쁜 거 같은 경우는정말 사진용으로만 나오곤 해서 ;;맛 별로 기대 안하고 먹었는데생각보다 맛있어서 오오-!가족들과 나눠먹었는데단거 싫어하시는 부모님두 맛있다구 하셨구요초코맛 보다는 치즈 맛이 더 강한 케익그냥 먹을 때 보다냉장 보관해서 차가운 상태에서 먹는게 훨씬 더 제스타일!부드러운 식감이 맛있네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,주문제작 케잌! 가서는 바로 살 수 없고 사이트에 미리 예약을 해야지 받을 수 있어요 ㅋㅋㅋ 그림케이크는 6마넌 이상이긴 한데.. 그래도 특별한 날 하루 하기에는 아깝지 않아요! ㅋㅋㅋㅋ... ㅠ 먹기도 아까운게 단점... ^^;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,괴르츠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,3.5/5점기념일에 가자면... 가지않을거고 친구들이랑은 안 갈 거 같고 뷰를 찾는 사람에게 추천할듯서비스는 좋았다. 어디 흠잡을 데 없움!음식도 정갈히 이쁘게 나오는데 스테이크는 좀 예상보다 더! 구워져서 나옵니당12월은 메뉴판이 바뀌는 것 주의보기는 좋은데 예상만큼의 막 엄청난 뷰라기엔 왠 조명이 ㅠㅠ유리창에 비쳐서... 주인님 조명 좀 떼주시요. 조명 보러 온게 아니라 뷰 보러온건딩그래서 야경보다 오히려 낮에 한강 보는 뷰가 좋을 것 같다뷰가 목적이라면 가셔도 됩니당다만 화장실은 휴지통이 보이게 있어서 좀 보기 별로인 느낌이엇음 ㅜㅍ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,맛보다는 전망 때문에 가는것 같은 레스토랑.무작정 끌려갔던 곳이라 아무런 정보없이 들어갔는데 일단 탁트인 한강뷰가 너무 좋았어요.전망이 좋고 어두컴컴한 분위기에 전부 커플들ㅋㅋ인테리어는랑 테이블 셋팅은 다소 올드 하더라구요.10년전 오래된 호텔에서 볼것 같은 냅킨과...음식은 샐러드.파스타.스테이크.와인or커피 가 나오는 2인에 11만원짜리 주문하고 스테이크를 티본으로 주문해서 추가 3만원이라 14만원 좀 넘게 나온것 같은데.가격에 비해서 음식은 너무 영 아니였어요... 우선 처음나온 연어샐러드는 와 - 이렇게 비린연어는 난생처음!!!!!!!!!!!!! 이렇게 전망좋은 레스토랑에서 내놓은 연어의 상태가 이렇다니요.오일파스타도 그냥 저냥 별 특색없는 파스타... 단 면은 알단테로 익혀져서 좋았네요.티본스테이크는 미디움레어로 주문했는데 이거슨... 미디움웰던급의 템퍼의 고기가 나왔어요.고기 굽기도 마음에는 안들었고," 고기도 지방이 많더라구요. 아 가격에 비해서 정말 너무 아쉬운 맛이었네요.개인적으로 맛은 가격대비 별로- 인데 전망과 분위기 때문에 괜찮다 줍니다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,맛잇엇다 양고기스테이크 주문할 때 불안했었는데...넘 맛 ㅋㅋㅋ 야경도 끝내준다！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,전망 좋고 맛은 그럭저럭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,스테이크가 부드럽고 고소해서 소스없이 먹어도 굳굳! 완전 맛있어서 폭풍흡입 했어요?_? 분위기도 좋고 창밖으로 트여있어서 야경이 더욱 돋보인것같아요. 근데 테이블간 간격이 너무 좁아서 아쉬운 부분이 있었어요 좁은 공간에 많은 사람들이 들어와있는 느낌이라 조금 시끄러웠어요-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,푸하하크림빵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,크림이 많은데 맛없을 수도 있구나 응... 그냥 맛이 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,소금크림이랑 말차크림 먹어봤는데 크기는 모닝빵 1.5배 정도인듯 하고 그리 크림 양이 풍부한 느낌은 아니었습니다. 소금크림은 소금맛은 거의 안느껴져서 평범한 크림빵 느낌이었고 말차크림은 맛이 진한데 그만큼 쓴 맛도 느껴져서 취향이 많이 갈릴 듯 합니다. 음료도 없이 먹기에는 느끼하단 생각이 드네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,크림이 많이들어가서 맛있음.취향따라 고르면 뭘골라도 실패는 안함.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,연남동에 위치한 크림빵 전문점. 연트럴 파크를 걸어 나오다가 보고 바로 사먹음. 여러가지 크림빵이 있는데, 소금크림빵과 딸기크림빵을 먹음. 딸기는 크림이 좀 단단하고 크림빵 하면 생각하는 식감은 아님. 그대신 소금크림빵은 부드러운 크림에 보통 우리가 상상하는 크림빵의 맛. 근데 뭐랄까 1000원짜리 제과점 크림빵 보다 어마어마하게 큰 차이점을 찾기는 어려움. 르꼬르동블루 졸업장이 있는데," 여긴 파리가 아니고 숙대에 위치한곳.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,연남동에서 홍대입구역을 가는길에망플에서 리뷰가 좋은 푸하하크림빵 간판을 발견!하나 맛만 볼까하는 마음으로best가 붙은 소금크림빵을 하나만 사서 나왔다.그런데..나오면서 한입 베어물고는.. 발걸음을 바로 되돌려 소금크림빵과 말차크림빵을 두개씩 포장해서 사왔다.한입 베어물었을때빵 아래쪽에 고운입자로 묻은 소금이짭짤한 맛을 선사해줄 즈음빵 속의 달콤하고 부드러운 생크림이 입안에 가득찼다.말차크림빵은 쌉싸름할정도로 녹차맛이 진하다.단맛을 기대한 분들이라면 불호일수도 있지만나는 달달한 소금크림빵과 반쪽씩 먹으니 밸런스가 괜찮았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,한상가득왕솥뚜껑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,스노브홍대점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,아메리카노티(이름 기억이 안나욥)얼그레이케이크세 개를 시켰습니다.아메 - 탄 맛이 너무... 하... 제일 맛없게 마셨던 약수역 카페X네의 아메리카노와 같은 느낌을 받아서 너무 실망티 - 여자친구꺼 한 입 뺏어 마셔봤는데, 제 입에는 너무 맹맹했어요!얼그레이케이크 - 그나마 제일 괜찮았던 친구! 웨하스로 만든 파이지? 케이크 밑바닥?에 적절한 당도의 빵," 얼그레이 향이 살짝 얹힌 크림까지 밸런스가 잘 맞아 괜찮게 먹을 수 있었습니다.다만 홍대에는 훌륭한 케이크 가게가 많이 있기에 굳이 스노브를 찾아오진 않을 것 같아요.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,그냥저냥 맛이 괜찮다! 엄청 느끼하지 않아서 잘 넘어간다 ㅋㅋㅋㅋㅋ후르츠케이크보다는 티라미수타르트랑 얼그레이케이크가 맛있었다... 특히 얼그레이가 맛있어서 더 먹고 싶었다 ㅋㅋㅋㅋㅋ분위기는 그닥 ㅠㅠ 좀 시끄러웠다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
